id,achievementCount,attemptCount,communityCreation,creationTime,description,detailsPageUrl,doneAchievementCount,globalTotal,lastActivity,level,mode,position,solvedCount,testSessionHandle,title,total,type,validatorScore,xpPoints,feedbackAvg,feedbackCount
371,0,1127,True,2018-01-08 15:34:26.969000000,,/training/hard/expand-the-polynomial,0,,2019-04-06 19:00:12.095000064,hard,,,478,11756974f3f0244e2d461b0a70440a24061fc3e9,Expand the polynomial,,CODE,100,50.0,4.0,145
372,0,249,True,2018-01-09 12:50:52.349000000,,/training/medium/polydivisible-number,0,,,medium,,,179,,Polydivisible number,,CODE,0,50.0,3.6470588235294117,51
373,0,782,True,2018-01-18 14:03:50.136000000,,/training/easy/morellets-random-lines,0,,2019-04-06 12:58:42.072999936,easy,,,423,12908073cbf4738a2442dccaeec20feaf6976f92,Morellet?s random lines,,CODE,100,50.0,3.8421052631578947,114
374,0,163,True,2018-01-21 12:36:30.958000000,,/training/medium/the-grand-festival---ii,0,,,medium,,,137,,The Grand Festival - II,,CODE,0,50.0,4.333333333333333,36
375,0,272,True,2018-01-21 16:56:56.395000000,,/training/medium/format-string-validation,0,,,medium,,,190,10031635d9bcd367be46a72316f1abd6924c8538,Format string validation,,CODE,0,50.0,3.9523809523809526,42
376,0,3910,False,2018-01-31 17:40:15.360000000,,/multiplayer/bot-programming/code4life,0,1694.0,2019-08-10 02:12:06.036999936,multi,,76.0,0,1010255178f353546f132c103605d3cb3d582a23,Code4Life,443.0,ARENA,0,,4.751351351351351,185
377,0,564,True,2018-02-20 09:11:59.119000000,,/training/medium/flood-fill-example,0,,,medium,,,320,10359448271cfb703da097359db113c54bde1bed,Flood fill Example,,CODE,0,50.0,4.184466019417476,103
378,0,113,True,2018-02-20 23:46:08.214000000,,/training/hard/dominoes-solver,0,,,hard,,,79,,Dominoes solver,,CODE,0,50.0,4.444444444444445,18
380,0,3524,False,2018-02-28 16:59:27.335000000,,/multiplayer/bot-programming/tic-tac-toe,0,2150.0,2019-08-08 14:37:39.230000128,multi,,817.0,0,10804638dd17678d7a97c666cdbce3cacfb1ca71,Ultimate Tic-Tac-Toe,1195.0,ARENA,0,,4.820388349514563,206
381,0,256,True,2018-03-10 18:57:37.848000000,,/training/expert/completed-mahjong-hands,0,,,expert,,,92,105158775e7744b4992f72696db9106871006bdf,Completed Mahjong Hands,,CODE,0,50.0,4.25,32
382,0,1275,False,2018-03-21 16:12:40.662000000,,/multiplayer/bot-programming/botters-of-the-galaxy,0,710.0,,multi,,,0,,Botters of the Galaxy,710.0,ARENA,0,,4.094594594594595,74
383,0,3403,False,2018-04-19 13:04:20.339000000,,/multiplayer/bot-programming/code-royale,0,1733.0,,multi,,,0,,Code Royale,1733.0,ARENA,0,,4.672413793103448,116
384,0,232,True,2018-05-09 07:19:14.447000000,,/training/medium/paper-labyrinth,0,,,medium,,,166,,Paper labyrinth,,CODE,0,50.0,4.386363636363637,44
385,0,262,True,2018-05-26 18:39:50.499000000,,/training/expert/high-rise-buildings,0,,,expert,,,77,,High-rise buildings,,CODE,0,50.0,4.75,20
386,0,212,True,2018-06-05 23:08:24.115000000,,/training/medium/brackets-ultimate-edition,0,,,medium,,,118,,"Brackets, Ultimate Edition",,CODE,0,50.0,4.32258064516129,31
387,0,181,True,2018-06-07 10:34:42.570000000,,/training/medium/de-fizzbuzzer,0,,2018-06-12 14:28:11.206000128,medium,,,155,11796162f36c534b62a0111bd239e55f6a34c8e4,De-FizzBuzzer,,CODE,100,50.0,4.138888888888889,36
388,0,220,True,2018-06-08 11:52:53.201000000,,/training/medium/bag-of-balls,0,,2018-09-03 17:05:15.564000000,medium,,,132,12921671e6f189935ca5d72dc3a330acc407f34c,Bag of Balls,,CODE,0,50.0,4.037037037037037,27
393,0,1888,True,2018-06-14 08:10:02.969000000,,/training/easy/disordered-first-contact,0,,2019-01-19 12:38:56.052000000,easy,,,1064,11838031ddf6175b590aa5f206f1daf508d24872,Disordered First Contact,,CODE,100,50.0,4.1358490566037736,265
394,0,171,True,2018-06-17 20:57:24.862000000,,/training/medium/simplified-monopoly-turns-prediction,0,,,medium,,,148,,Simplified Monopoly? Turns Prediction,,CODE,0,50.0,4.424242424242424,33
395,0,1695,True,2018-06-21 16:21:31.503000000,,/training/easy/isbn-check-digit,0,,2018-08-07 18:50:07.057999872,easy,,,1278,12844726e87c57a708d45bb3007201dc13afcfb1,ISBN Check digit,,CODE,100,50.0,3.8737864077669903,309
396,0,4861,True,2018-06-23 21:37:30.115000000,,/training/easy/bank-robbers,0,,2018-07-13 15:49:00.048999936,easy,,,3335,123667112195a2cdd12219645e7b3129cb8315ca,Bank Robbers,,CODE,100,50.0,4.384915474642392,769
397,2,12790,False,2018-06-25 14:07:30.154000000,Description par défaut.,/training/medium/aneo,2,,2018-07-13 15:28:16.028999936,medium,,,4185,12365785c2408049f25029f06ec5db3dd70a6b1f,ANEO Sponsored Puzzle,,CODE,100,100.0,4.138059701492537,268
398,0,75,True,2018-06-25 20:29:08.495000000,,/training/hard/symbolic-system-of-equations,0,,,hard,,,63,,Symbolic system of equations,,CODE,0,50.0,4.1,10
399,0,77,True,2018-06-25 22:14:04.124000000,,/training/hard/horn-sat-solver,0,,,hard,,,65,123928053f4483f588409f5eae87aeba6f214bf9,Horn-SAT solver,,CODE,0,50.0,4.571428571428571,14
400,0,194,True,2018-06-26 11:26:41.371000000,,/training/medium/bulgarian-solitaire,0,,,medium,,,167,,Bulgarian solitaire,,CODE,0,50.0,4.321428571428571,28
401,0,165,True,2018-06-26 16:59:59.992000000,,/training/medium/trits-balanced-ternary-computing,0,,2019-07-28 13:19:42.044999936,medium,,,149,207670329d5959fcbec4ce7bd6bfd8899852dee8,Trits (Balanced Ternary Computing),,CODE,100,50.0,4.411764705882353,34
402,0,490,True,2018-06-26 21:05:42.040000000,,/training/medium/depot-organization,0,,,medium,,,168,,Depot organization,,CODE,0,50.0,4.586956521739131,46
403,0,1408,True,2018-06-27 17:15:21.805000000,,/training/easy/111-rubiks-cube-movements,0,,2019-04-06 14:26:24.051000064,easy,,,1019,12565960b4cc673ed83e4ad9393e704b739d32e2,1×1×1 Rubik?s cube movements,,CODE,100,50.0,4.1299212598425195,254
404,0,108,True,2018-06-27 22:34:03.052000000,,/training/hard/the-empire-enigma,0,,,hard,,,78,,The Empire Enigma,,CODE,0,50.0,4.4375,16
405,0,90,True,2018-07-01 02:26:34.534000000,,/training/hard/factorials-of-primes-decomposition,0,,,hard,,,72,,Factorials of primes decomposition,,CODE,0,50.0,4.533333333333333,15
406,0,361,True,2018-07-01 21:39:19.370000000,,/training/medium/the-optimal-urinal-problem,0,,,medium,,,181,,The Optimal Urinal Problem,,CODE,0,50.0,4.560975609756097,41
407,0,91,True,2018-07-03 21:21:03.441000000,,/training/hard/the-total-is-right---weird-edition,0,,,hard,,,70,,The Total is Right - Weird edition,,CODE,0,50.0,4.5,12
408,0,2088,True,2018-07-07 15:36:26.273000000,,/training/easy/order-of-succession,0,,2019-01-23 16:50:11.039000064,easy,,,1375,158973353cc30e47019f0cd4ffabda545819c320,orDer oF succeSsion,,CODE,100,50.0,4.318181818181818,330
410,0,1553,False,2018-07-11 15:51:35.791000000,,/multiplayer/bot-programming/code-of-kutulu,0,767.0,,multi,,,0,,Code of Kutulu,767.0,ARENA,0,,4.634615384615385,52
411,0,70,True,2018-07-16 14:54:20.702000000,,/training/expert/cg-chat-interpreter---part-1,0,,,expert,,,51,,CG Chat interpreter - Part 1,,CODE,0,50.0,4.25,8
412,0,205,True,2018-07-16 16:29:40.919000000,,/training/hard/breakout,0,,,hard,,,64,,Breakout,,CODE,0,50.0,4.7,10
413,0,383,True,2018-07-18 21:19:15.197000000,,/training/medium/brackets-extended-edition,0,,,medium,,,271,,"Brackets, Extended Edition",,CODE,0,50.0,4.365079365079365,63
414,0,201,True,2018-07-19 09:27:05.892000000,,/training/expert/cross-the-lines,0,,,expert,,,60,128965527096d9177fbdd0d7ad9fd00b35585352,Cross the lines,,CODE,0,50.0,5.0,12
415,0,666,True,2018-08-14 18:50:46.916000000,,/training/medium/counting-squares-on-pegs,0,,2018-08-15 15:43:14.033999872,medium,,,264,129563895b362d0639a31bf9036efeb84e70b1c2,Counting Squares on Pegs,,CODE,100,50.0,4.342465753424658,73
417,0,70,True,2018-08-24 12:38:04.794000000,,/training/hard/dumbbells-solver,0,,,hard,,,65,2076699826780af4ad6c00c0a3b83ffdf6dcc531,Dumbbells solver,,CODE,0,50.0,4.545454545454546,11
418,0,115,True,2018-08-25 19:23:22.785000000,,/training/hard/sum-of-odd,0,,,hard,,,95,,Sum of odd,,CODE,0,50.0,4.32,25
419,0,6450,True,2018-08-30 10:09:36.807000000,,/training/easy/ghost-legs,0,,2018-09-02 15:24:22.065999872,easy,,,4558,131903190a6f34402f859457b29e4b14ed5f9f8a,Ghost Legs,,CODE,100,50.0,4.528584817244611,1067
420,0,2273,False,2018-09-12 14:16:06.303000000,,/multiplayer/bot-programming/legends-of-code-magic,0,1047.0,,multi,,,0,,Legends of Code & Magic,1047.0,ARENA,0,,4.698275862068965,116
421,0,163,True,2018-09-17 17:44:00.363000000,,/training/medium/kaprekars-routine,0,,,medium,,,144,,Kaprekar's routine,,CODE,0,50.0,4.333333333333333,39
422,0,210,True,2018-09-19 04:01:15.050000000,,/training/medium/maximum-sub-sequence,0,,,medium,,,178,16321756788b5ebf594e8d1396fac5cac47d8b67,Maximum sub-sequence,,CODE,0,50.0,4.394736842105263,38
423,0,69,True,2018-09-22 10:12:46.383000000,,/training/hard/remainder-fantasy,0,,,hard,,,59,,Remainder Fantasy,,CODE,0,50.0,4.363636363636363,11
424,0,533,True,2018-09-23 12:53:52.470000000,,/training/medium/locked-in-gear,0,,2019-02-09 17:59:19.012999936,medium,,,248,163212678d89635518890a6b217cc5d6cc96bad7,Locked in gear,,CODE,71,50.0,4.5,78
425,0,190,True,2018-09-23 13:45:06.076000000,,/training/medium/short-accounts-make-long-friends,0,,2019-06-23 16:27:08.918000128,medium,,,108,17488860a4528a5cfa4c096254a452c6f28a21cf,Short accounts make long friends,,CODE,83,50.0,4.466666666666667,30
426,0,701,True,2018-09-27 22:26:42.669000000,,/training/medium/dice-probability-calculator,0,,,medium,,,321,1484222172db8fe08e501bb6e8de6c216fc930ec,Dice probability calculator,,CODE,0,50.0,4.747252747252747,91
427,0,555,True,2018-09-29 17:08:05.080000000,,/training/medium/number-of-paths-between-2-points,0,,2019-01-19 13:43:37.056000000,medium,,,367,15849219a8d84bb32396f2555c2da42f062ead44,Number of paths between 2 points,,CODE,100,50.0,4.448275862068965,87
428,0,1040,True,2018-09-30 15:21:28.597000000,,/training/easy/addem-up,0,,2019-04-06 18:27:16.008000000,easy,,,755,1783790708fc676dbe51656c9c97c9b3ff0bddcb,Add'em Up,,CODE,100,50.0,4.070652173913044,184
429,0,1797,True,2018-09-30 21:26:39.528000000,,/training/easy/pirates-treasure,0,,2019-01-01 16:49:41.039000064,easy,,,1137,15477744ccd5ba3008c6d67a7c9d2f78adf18f0a,Pirate's treasure,,CODE,100,50.0,4.153543307086614,254
431,0,255,True,2018-10-09 18:58:53.833000000,,/training/hard/harmless-rooks,0,,,hard,,,58,18132787a00e73b8ce23df8e934bc66c44b1e87f,Harmless Rooks,,CODE,0,50.0,4.615384615384615,13
432,0,266,True,2018-10-11 08:48:33.407000000,,/training/hard/neighbor-sum-grids,0,,,hard,,,59,,Neighbor-Sum Grids,,CODE,0,50.0,4.875,8
433,0,2068,True,2018-10-14 10:35:41.656000000,,/training/easy/encryptiondecryption-of-enigma-machine,0,,2019-01-01 16:34:19.036999936,easy,,,1625,14842178a30131ff497d0f297879242ce0bdf803,Encryption/Decryption of Enigma Machine,,CODE,100,50.0,4.403940886699507,406
434,0,85,True,2018-10-15 18:20:23.048000000,,/training/medium/enigma---3-rotors-without-plugboard,0,,,medium,,,73,,Enigma - 3 rotors without plugboard,,CODE,0,50.0,3.857142857142857,21
435,0,1210,True,2018-10-17 17:54:24.327000000,,/training/medium/guessing-n-cheating,0,,2019-04-06 14:51:07.039000064,medium,,,608,178342510b18152727cba1a085c21eba65e8d64a,Guessing n Cheating,,CODE,100,50.0,3.4345549738219896,191
436,0,101,True,2018-10-18 07:52:55.420000000,,/training/medium/html-table-cell-split,0,,,medium,,,74,,HTML table cell split,,CODE,0,50.0,3.5625,16
437,0,1127,True,2018-10-21 20:22:16.898000000,,/training/easy/rooks-movements,0,,2019-01-28 17:52:28.056000000,easy,,,688,154777223823412272257c6f8c16d6a760b02d01,Rooks Movements,,CODE,100,50.0,4.108808290155441,193
438,0,98,True,2018-10-22 14:01:16.600000000,,/training/medium/straddling-checkerboard-cryptography,0,,,medium,,,75,,Straddling Checkerboard Cryptography,,CODE,0,50.0,4.1,20
439,0,1084,False,2018-10-23 16:10:14.922000000,Description par défaut.,/multiplayer/optimization/a-star-craft,0,592.0,2019-02-24 18:20:16.840000000,optim,OPTIM,,604,15046818751c9ad5b6d35864e389e0f6390f66f2,A*Craft,592.0,SOLO,0,,4.552380952380952,105
440,0,425,True,2018-10-25 07:43:57.514000000,,/training/medium/digit-sum-successor,0,,,medium,,,194,,Digit sum successor,,CODE,0,50.0,4.46,50
441,0,634,True,2018-10-27 09:54:45.826000000,,/training/easy/rectangular-block-spinner,0,,2019-04-06 17:52:09.048000000,easy,,,426,155575634bc2a2043d1416565d0e291281a62be1,Rectangular block spinner,,CODE,100,50.0,4.083333333333333,108
442,0,1197,True,2018-10-31 13:38:40.755000000,,/training/easy/darts,0,,2019-02-05 17:14:05.110000128,easy,,,917,14842193e521c6757b7cd9d39f3ea75e3f94ca29,Darts,,CODE,100,50.0,4.25,248
443,0,2210,True,2018-11-03 13:17:52.282000000,,/training/easy/dead-mens-shot,0,,2019-02-07 19:41:53.836000000,easy,,,1289,14842140969b19816678971ca06e486d8ed170dd,Dead men's shot,,CODE,100,50.0,4.295081967213115,305
444,0,174,True,2018-11-08 04:12:15.606000000,,/training/medium/2-player-game-on-a-calculator,0,,,medium,,,104,17478776d9f72e63e0c2331b18e897586d77a2aa,2-player game on a calculator,,CODE,0,50.0,4.472222222222222,36
445,0,153,True,2018-11-10 15:11:21.713000000,,/training/medium/guessing-digits,0,,,medium,,,56,,Guessing digits,,CODE,0,50.0,3.1052631578947367,19
446,0,83,True,2018-12-06 13:01:16.063000000,,/training/medium/equalizing-arrays,0,,,medium,,,47,,Equalizing arrays,,CODE,0,50.0,4.230769230769231,13
448,0,124,True,2018-12-17 01:04:01.182000000,,/training/medium/ip-mask-calculating,0,,2019-07-26 20:41:10.055000064,medium,,,115,20730215e9a4091099765b3747c71c253e7a89c3,IP mask calculating,,CODE,100,50.0,4.03125,32
450,0,680,False,2018-12-21 10:01:36.886000000,,/multiplayer/bot-programming/xmas-rush,0,448.0,,multi,,,0,,Xmas Rush,448.0,ARENA,0,,4.793103448275862,58
451,0,1141,True,2018-12-21 11:34:41.720000000,,/training/easy/credit-card-verifier-luhns-algorithm,0,,2019-04-06 14:37:21.036999936,easy,,,1005,1783406922e8e5f38ed20d07bf553f72e7decab2,Credit Card Verifier (Luhn?s algorithm),,CODE,100,50.0,4.180555555555555,216
452,0,131,True,2018-12-21 16:31:59.317000000,,/training/medium/dynamic-sorting,0,,,medium,,,95,,Dynamic sorting,,CODE,0,50.0,4.318181818181818,22
453,0,217,True,2018-12-22 11:00:27.994000000,,/training/hard/the-balanced-centrifuge-problem,0,,,hard,,,49,170053721c7dccf8eb642ab178a13707bde25171,The Balanced Centrifuge Problem,,CODE,0,50.0,4.611111111111111,18
454,0,1097,True,2018-12-26 10:27:37.321000000,,/training/easy/hunger-games,0,,2019-04-06 18:53:22.040000000,easy,,,717,1783856898cd723eaa8d9d70562a4e50af64bf72,Hunger Games,,CODE,100,50.0,3.935483870967742,186
455,0,779,True,2019-01-04 16:55:39.107000000,,/training/easy/the-dart-101,0,,2019-04-06 10:01:39.065999872,easy,,,449,1772974604eedf4bc73c716818d7e377eb54c6f0,The Dart 101,,CODE,100,50.0,3.91044776119403,134
456,0,88,True,2019-01-18 07:25:21.949000000,,/training/medium/green-valleys,0,,,medium,,,77,,Green Valleys,,CODE,0,50.0,4.318181818181818,22
457,0,304,True,2019-01-29 14:06:49.960000000,,/training/medium/goro-want-chocolate,0,,2019-03-09 11:09:14.689999872,medium,,,170,1708015637b3ba9bf8e03e5e40882ed43444b6c7,Goro Want Chocolate,,CODE,0,50.0,4.717391304347826,46
458,0,44,True,2019-02-02 14:35:08.940000000,,/training/hard/her-majestys-well-shared-secret,0,,,hard,,,31,,Her Majesty's well shared secret,,CODE,0,50.0,4.714285714285714,7
459,0,598,True,2019-02-09 13:15:23.806000000,,/training/easy/brick-in-the-wall,0,,2019-02-12 18:09:47.043000064,easy,,,533,16400866789c01d5828af3e8ed0fe8fc1891152a,Brick in the Wall,,CODE,100,50.0,4.170940170940171,117
460,0,519,True,2019-02-09 19:41:22.480000000,,/multiplayer/bot-programming/vindinium,0,209.0,,multi,,,0,206997477e9a75b8ffa57b51d805f28996f0e03e,Vindinium,209.0,ARENA,0,,4.739130434782608,23
461,0,667,True,2019-02-10 15:56:36.907000000,,/multiplayer/optimization/bender---episode-4,0,108.0,,optim,OPTIM,,23,,Bender - Episode 4,108.0,SOLO,0,,4.944444444444445,18
462,0,72,True,2019-02-12 07:57:00.354000000,,/training/medium/domino-puzzle,0,,,medium,,,52,,\ Domino Puzzle /,,CODE,0,50.0,4.222222222222222,18
463,0,57,True,2019-02-18 08:14:31.718000000,,/training/hard/basic-decision-tree---1,0,,,hard,,,33,,Basic Decision Tree - 1,,CODE,0,50.0,4.0,12
464,0,1062,False,2019-02-19 15:47:40.837000000,Description par défaut.,/multiplayer/codegolf/chuck-norris-codesize,0,1132.0,,codegolf,CODESIZE,374.0,716,1741914742dcc0097badab57536ef620b0a0389d,Chuck Norris - Code Golf,1132.0,CODE,100,,4.470588235294118,119
465,0,3936,True,2019-02-20 10:39:47.174000000,,/training/easy/lumen,0,,2019-02-27 17:48:22.038000128,easy,,,2486,16801061fd720b65df19d063540137b41848c398,Lumen,,CODE,100,50.0,4.4335548172757475,602
466,0,66,True,2019-02-21 11:17:24.674000000,,/training/medium/european-rugby-champions-cup-ranking,0,,,medium,,,46,,EUROPEAN RUGBY CHAMPIONS CUP RANKING,,CODE,0,50.0,3.5,18
467,0,665,True,2019-02-22 13:18:47.097000000,,/training/easy/the-frog-jump-1,0,,2019-03-30 22:36:54.046000128,easy,,,335,17663981bbee0a848c65a91a69b6572a28fbd3c0,The Frog Jump 1,,CODE,100,50.0,3.0104166666666665,96
468,0,400,True,2019-02-27 15:23:21.561000000,,/multiplayer/bot-programming/langton-s-ant,0,217.0,,multi,,,0,19748282d7e535992589b34cd468e23caa093291,Langton s Ant,217.0,ARENA,0,,4.631578947368421,19
469,0,1227,True,2019-02-27 22:57:05.357000000,,/training/easy/blowing-fuse,0,,2019-03-24 00:08:54.048000000,easy,,,956,174786402d0e27fd327cfa1660f75409c3ab9b61,Blowing Fuse,,CODE,100,50.0,4.2372093023255815,215
470,0,100,True,2019-03-06 12:43:18.746000000,,/training/medium/find-the-winning-strategy,0,,2019-03-24 15:43:51.560000000,medium,,,62,174900066c1668fe5e18ec7f3cc6bb8f51b7a2fb,Find the winning strategy,,SOLO,0,50.0,4.518518518518518,27
471,0,156,True,2019-03-21 18:56:42.392000000,,/multiplayer/bot-programming/checkers,0,74.0,,multi,,,0,,Checkers,74.0,ARENA,0,,4.384615384615385,13
472,0,177,True,2019-03-21 20:10:36.655000000,,/training/medium/go-competition,0,,,medium,,,75,,Go competition,,CODE,0,50.0,4.448275862068965,29
473,0,104,True,2019-03-22 07:43:34.400000000,,/multiplayer/bot-programming/yavalath,0,65.0,,multi,,,0,,Yavalath,65.0,ARENA,0,,4.846153846153846,13
474,0,847,False,2019-03-25 17:24:44.189000000,,/multiplayer/bot-programming/code-a-la-mode,0,504.0,,multi,,,0,,Code a la Mode,504.0,ARENA,0,,4.864406779661017,59
475,0,317,True,2019-03-28 13:45:06.138000000,,/training/medium/barcode-scanner,0,,,medium,,,179,,Barcode scanner,,CODE,0,50.0,4.237288135593221,59
476,0,77,True,2019-03-29 11:51:44.255000000,,/training/hard/11-puzzle,0,,,hard,,,20,,11-puzzle,,SOLO,0,50.0,5.0,8
477,0,416,True,2019-03-30 22:18:09.886000000,,/training/hard/closest-number,0,,,hard,,,64,,Closest Number,,CODE,0,50.0,4.657894736842105,38
478,0,63,True,2019-04-01 16:53:16.737000000,,/training/medium/fishing-with-a-stick,0,,,medium,,,38,,Fishing With A Stick,,CODE,0,50.0,3.7857142857142856,14
479,0,37,True,2019-04-08 18:24:05.314000000,,/training/medium/elliptic-curve-cryptography,0,,2019-04-08 18:52:40.068000000,medium,,,23,17890513d2e247592c2d837b73cc68eace914ba9,Elliptic curve cryptography,,CODE,100,50.0,3.4285714285714284,7
480,0,83,True,2019-04-08 20:28:34.215000000,,/training/medium/criminal,0,,2019-04-09 14:36:12.192999936,medium,,,46,17912902b6de7b175f359db3656c1de3d95ec018,Criminal,,CODE,44,50.0,3.6923076923076925,13
481,0,251,True,2019-04-15 18:45:57.950000000,,/multiplayer/bot-programming/cultist-wars,0,63.0,,multi,,,0,200898474042a36cd03b62378c68a3de3d6c4f0e,Cultist Wars,63.0,ARENA,0,,4.75,4
482,0,401,True,2019-04-16 08:53:39.661000000,,/training/medium/rearrange-string-to-two-numbers,0,,2019-05-01 18:50:01.191000064,medium,,,81,1849524146da5a30b2e39c552c121a3035b964d4,Rearrange string to two numbers,,CODE,0,50.0,4.2272727272727275,22
483,0,335,True,2019-04-19 17:00:47.814000000,,/multiplayer/bot-programming/bit-runner-2048,0,151.0,,multi,,,0,,Bit Runner 2048,151.0,ARENA,0,,4.75,16
484,0,181,True,2019-04-21 12:44:32.729000000,,/training/medium/seam-carving,0,,2019-05-15 15:11:05.084000000,medium,,,62,18227949bfd223c73d4ca3962d084c9fea46c327,Seam Carving,,CODE,100,50.0,4.454545454545454,22
485,0,537,True,2019-04-22 16:06:37.261000000,,/training/medium/robbery-optimisation,0,,2019-04-23 15:06:31.104999936,medium,,,240,1827760127135ece78f51377131566eefad6da68,Robbery optimisation,,CODE,100,50.0,4.546666666666667,75
486,0,41,True,2019-04-22 19:57:45.042000000,,/training/hard/discrete-log-problem,0,,2019-04-23 15:07:05.080000000,hard,,,28,182776202a44509b5d8d1c0d0119f0201f78de21,Discrete Log Problem,,CODE,100,50.0,4.3,10
487,0,301,True,2019-04-25 10:20:30.580000000,,/training/medium/palindromic-decomposition,0,,2019-05-01 18:46:06.145999872,medium,,,64,18386568d353a5f2e4c9f96e18eb9ae062b1bd46,Palindromic Decomposition,,CODE,0,50.0,4.321428571428571,28
488,0,117,True,2019-04-25 20:48:37.363000000,,/training/medium/length-of-syracuse-conjecture-sequence,0,,2019-05-01 16:53:53.060999936,medium,,,105,183866116402c1ed2a2a51b1f74702c291dae182,Length of Syracuse Conjecture Sequence,,CODE,100,50.0,4.32,25
490,0,164,True,2019-05-02 14:44:54.532000000,,/training/medium/shikaku-solver,0,,2019-05-04 08:00:29.736000000,medium,,,42,185612070f2fda06b2e55e4be9296c672bf08925,Shikaku Solver,,CODE,0,50.0,4.769230769230769,13
491,0,117,True,2019-05-02 17:42:06.527000000,,/multiplayer/bot-programming/bandas,0,84.0,,multi,,,0,,Bandas,84.0,ARENA,0,,4.857142857142857,7
492,0,80,True,2019-05-09 13:03:41.483000000,,/training/medium/regular-polygons,0,,,medium,,,61,,Regular polygons,,CODE,0,50.0,4.764705882352941,17
499,0,99,True,2019-06-03 13:41:34.543000000,,/training/medium/road-trip,0,,,medium,,,58,,Road Trip,,CODE,0,50.0,4.761904761904762,21
500,0,424,True,2019-06-05 17:07:19.415000000,,/multiplayer/bot-programming/a-code-of-ice-and-fire,0,379.0,,multi,,,0,,A Code of Ice And Fire,379.0,ARENA,0,,4.946428571428571,56
501,0,215,True,2019-06-06 22:32:28.862000000,,/training/easy/stall-tilt,0,,2019-06-09 16:29:24.056000000,easy,,,159,19524189846744a86dc09f73906d8498702dd5b7,Stall tilt,,CODE,100,50.0,3.7708333333333335,48
502,0,49,True,2019-06-14 09:32:39.848000000,,/training/medium/jumping-frogs,0,,,medium,,,36,,Jumping Frogs,,CODE,0,50.0,4.2,15
503,0,75,True,2019-06-17 12:12:27.114000000,,/training/medium/forest-fire,0,,,medium,,,31,,Forest Fire,,SOLO,0,50.0,4.384615384615385,13
505,0,1031,True,2019-06-21 12:26:18.240000000,,/training/easy/1d-spreadsheet,0,,2019-06-22 08:43:04.049999872,easy,,,736,198427049b7bc6017512d714e7a03c420a0118b6,1D Spreadsheet,,CODE,100,50.0,4.581730769230769,208
506,0,23,True,2019-06-23 17:38:48.660000000,,/training/hard/nonogram-inversor,0,,,hard,,,12,,Nonogram inversor,,CODE,0,50.0,5.0,4
507,0,12,True,2019-06-23 17:39:52.745000000,,/training/hard/basic-decision-tree---2,0,,,hard,,,7,,Basic Decision Tree - 2,,CODE,0,50.0,3.5,2
508,0,160,True,2019-06-23 18:53:32.615000000,,/training/easy/hooch-clash,0,,2019-06-24 16:40:39.064000000,easy,,,115,19892875a2d8dae2fa17acaa24ecdd784ebc5c44,Hooch Clash,,CODE,100,50.0,3.5405405405405403,37
510,0,88,True,2019-06-28 20:36:41.597000000,,/training/medium/sudoku-solver,0,,,medium,,,52,,Sudoku Solver,,CODE,0,50.0,4.421052631578948,19
511,0,52,True,2019-06-29 19:31:29.804000000,,/training/medium/knights-jam,0,,,medium,,,40,,Knights Jam,,CODE,0,50.0,4.615384615384615,13
512,0,537,True,2019-06-30 11:45:17.839000000,,/training/easy/plague-jr,0,,2019-07-24 17:59:45.060000000,easy,,,229,20288537f80b311b707b00c45845d4fdec89a30f,"Plague, Jr",,CODE,100,50.0,4.457142857142857,70
514,0,36,True,2019-07-08 02:23:45.081000000,,/training/medium/the-hooch-clash-grouch,0,,,medium,,,21,,The Hooch Clash Grouch,,CODE,0,50.0,2.25,8
515,0,198,True,2019-07-09 19:13:38.240000000,,/training/easy/count-as-i-count,0,,2019-07-10 15:35:29.048000000,easy,,,141,20288169a771ad59945796a2f0d5cf4953c72dcf,Count as I count,,CODE,100,50.0,4.25,40
516,0,116,True,2019-07-10 08:06:43.698000000,,/training/easy/are-the-clumps-normal,0,,2019-07-10 15:51:50.464000000,easy,,,105,202887079a56ab8c7a1504138f86e9e97375ec41,Are The Clumps Normal,,CODE,100,50.0,4.0,29
517,0,98,True,2019-07-10 16:59:26.958000000,,/training/easy/smooth,0,,2019-07-23 18:46:07.065999872,easy,,,89,205740075aec867e24b0270ef0390e8afd51f301,Smooth!,,CODE,100,50.0,4.0,29
518,0,26,True,2019-07-11 08:53:20.438000000,,/training/medium/smooth-factory,0,,,medium,,,21,,Smooth Factory,,CODE,0,50.0,3.857142857142857,7
519,0,95,True,2019-07-13 16:24:56.337000000,,/training/easy/a-childs-play,0,,2019-07-27 19:36:47.046000128,easy,,,74,20745864f048f8f1593723ef1ef68f9ad4b9b837,A child's play,,CODE,100,50.0,4.285714285714286,28
520,0,537,True,2019-07-25 14:08:02.975000000,,/training/easy/detective-pikaptcha-ep1,0,,2019-07-25 18:54:38.044000000,easy,,,435,206997831f9e1a4866d91e0f16faf2d6ce28a7d1,Detective Pikaptcha EP1,,SOLO,100,50.0,4.345238095238095,84
521,0,560,True,2019-07-25 14:08:27.476000000,,/training/easy/detective-pikaptcha-ep2,0,,2019-07-26 16:18:04.049999872,easy,,,317,20700770c20ff370802f3b350c02a526e3dfa567,Detective Pikaptcha EP2,,SOLO,100,50.0,4.590909090909091,66
